algorithm,episodes,alpha,gamma,epsilon,episode,reward,steps,reached
montecarlo,2000,0.1,0.99,0.1,808,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,809,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,810,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,811,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,812,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,813,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,814,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,815,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,816,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,817,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,818,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,819,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,820,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,821,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,822,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,823,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,824,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,825,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,826,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,827,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,828,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,829,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,830,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,831,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,832,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,833,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,834,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,835,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,836,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,837,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,838,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,839,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,840,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,841,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,842,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,843,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,844,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,845,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,846,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,847,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,848,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,849,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,850,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,851,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,852,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,853,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,854,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,855,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,856,3.7000,13,1
montecarlo,2000,0.1,0.99,0.1,857,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,858,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,859,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,860,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,861,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,862,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,863,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,864,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,865,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,866,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,867,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,868,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,869,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,870,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,871,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,872,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,873,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,874,6.6000,14,1
montecarlo,2000,0.1,0.99,0.1,875,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,876,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,877,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,878,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,879,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,880,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,881,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,882,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,883,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,884,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,885,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,886,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,887,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,888,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,889,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,890,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,891,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,892,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,893,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,894,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,895,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,896,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,897,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,898,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,899,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,900,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,901,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,902,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,903,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,904,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,905,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,906,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,907,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,908,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,909,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,910,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,911,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,912,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,913,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,914,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,915,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,916,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,917,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,918,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,919,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,920,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,921,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,922,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,923,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,924,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,925,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,926,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,927,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,928,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,929,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,930,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,931,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,932,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,933,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,934,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,935,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,936,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,937,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,938,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,939,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,940,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,941,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,942,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,943,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,944,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,945,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,946,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,947,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,948,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,949,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,950,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,951,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,952,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,953,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,954,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,955,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,956,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,957,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,958,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,959,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,960,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,961,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,962,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,963,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,964,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,965,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,966,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,967,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,968,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,969,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,970,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,971,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,972,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,973,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,974,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,975,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,976,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,977,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,978,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,979,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,980,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,981,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,982,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,983,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,984,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,985,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,986,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,987,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,988,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,989,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,990,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,991,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,992,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,993,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,994,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,995,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,996,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,997,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,998,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,999,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1000,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1001,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1002,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1003,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1004,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1005,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1006,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1007,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1008,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1009,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1010,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1011,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1012,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1013,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1014,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1015,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1016,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1017,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1018,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1019,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1020,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1021,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1022,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1023,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1024,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1025,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1026,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1027,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1028,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1029,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1030,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1031,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1032,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1033,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1034,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1035,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1036,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1037,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1038,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1039,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1040,8.4000,16,1
montecarlo,2000,0.1,0.99,0.1,1041,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1042,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1043,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1044,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1045,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1046,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1047,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1048,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1049,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1050,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1051,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1052,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1053,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1054,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1055,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1056,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1057,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1058,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1059,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1060,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1061,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1062,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1063,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1064,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1065,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1066,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1067,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1068,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1069,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1070,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1071,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1072,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1073,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1074,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1075,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1076,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1077,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1078,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1079,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1080,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1081,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1082,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1083,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1084,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1085,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1086,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1087,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1088,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1089,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1090,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1091,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1092,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1093,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1094,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1095,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1096,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1097,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1098,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1099,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1100,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1101,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1102,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1103,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1104,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1105,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1106,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1107,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1108,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1109,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1110,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1111,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1112,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1113,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1114,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1115,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1116,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1117,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1118,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1119,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1120,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1121,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1122,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1123,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1124,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1125,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1126,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1127,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1128,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1129,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1130,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1131,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1132,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1133,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1134,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1135,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1136,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1137,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1138,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1139,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1140,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1141,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1142,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1143,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1144,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1145,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1146,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1147,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1148,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1149,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1150,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1151,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1152,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1153,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1154,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1155,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1156,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1157,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1158,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1159,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1160,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1161,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1162,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1163,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1164,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1165,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1166,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1167,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1168,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1169,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1170,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1171,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1172,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1173,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1174,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1175,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1176,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1177,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1178,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1179,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1180,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1181,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1182,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1183,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1184,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1185,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1186,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1187,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1188,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1189,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1190,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1191,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1192,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1193,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1194,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1195,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1196,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1197,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1198,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1199,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1200,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1201,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1202,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1203,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1204,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1205,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1206,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1207,9.0000,10,1
